gene,max_deviation,min_pvalue
EEF1G,190.8391492242356,0.009900990099009901
MYH9,123.69651595041134,0.009900990099009901
HSPA8,108.32431061435142,0.009900990099009901
ATP5F1A,105.42364379503434,0.009900990099009901
P4HB,103.68772068126452,0.009900990099009901
MSN,100.88380937787727,0.009900990099009901
STAT1,97.33658639076302,0.009900990099009901
TAP1,90.57524756723768,0.009900990099009901
IRF1,89.93940476462629,0.009900990099009901
SEPTIN9,84.58554802050094,0.009900990099009901
ANXA2,83.56401610929117,0.009900990099009901
CYBA,82.85897906918134,0.009900990099009901
PKM,82.43023153684061,0.009900990099009901
PLEC,81.47527483352641,0.009900990099009901
GBP1,81.27842556260035,0.009900990099009901
CD44,81.25892518934029,0.009900990099009901
MVP,80.39420387751551,0.009900990099009901
EIF4A1,80.31340895682885,0.009900990099009901
CXCR4,79.20528031291775,0.009900990099009901
HNRNPA1L2,78.96273878255246,0.009900990099009901
HNRNPH1,78.44971519953486,0.009900990099009901
TUBB,77.37027594928017,0.009900990099009901
GANAB,73.82286054710673,0.009900990099009901
SMAP2,73.52124887365684,0.009900990099009901
HNRNPM,73.29963532661031,0.009900990099009901
LENG8,72.80002653037334,0.009900990099009901
MMP14,72.19346045369122,0.009900990099009901
GRN,72.13322831317998,0.009900990099009901
ATF4,70.76692818158139,0.009900990099009901
PDIA4,68.896937640868,0.009900990099009901
EWSR1,67.7507008457236,0.009900990099009901
YWHAZ,66.19926582045724,0.009900990099009901
CD14,65.32296633039994,0.009900990099009901
RAC1,63.40402791661804,0.009900990099009901
XBP1,63.20795392514332,0.009900990099009901
LDHA,62.57517967955858,0.009900990099009901
CFLAR,62.26650646632006,0.009900990099009901
DDX39B,61.67460315634508,0.009900990099009901
AP2M1,61.45556483046642,0.009900990099009901
APOL6,60.61660055454828,0.009900990099009901
EIF3C,60.46029866655615,0.009900990099009901
ITGB2,60.26728880415943,0.009900990099009901
ANXA5,57.26776930733673,0.009900990099009901
SND1,55.82380349949069,0.009900990099009901
GNAI2,54.48905850115596,0.009900990099009901
MZB1,53.66967739609404,0.009900990099009901
PRKAR1A,53.554094606314685,0.009900990099009901
EIF3A,53.46372646800304,0.009900990099009901
MAN2B1,53.46034564858521,0.009900990099009901
LAMP1,53.29507852580296,0.009900990099009901
PTK2B,52.72527896066746,0.009900990099009901
CD4,52.46653472961837,0.009900990099009901
HNRNPUL1,52.26432982984115,0.009900990099009901
WARS,52.13207267775312,0.009900990099009901
NONO,52.075155456640836,0.009900990099009901
MAFB,50.86274339568748,0.009900990099009901
RNF187,50.567289621825786,0.009900990099009901
FLII,49.75454688468496,0.009900990099009901
HYOU1,49.451991227231424,0.009900990099009901
TAP2,48.92729082005916,0.009900990099009901
ADAR,48.814281446433405,0.009900990099009901
RPN1,48.477844679357126,0.009900990099009901
NCOA4,48.13174409367337,0.009900990099009901
PDIA3,47.85403500267355,0.009900990099009901
CLTC,47.57501652028068,0.009900990099009901
THEMIS2,47.18900385890782,0.009900990099009901
PRRC2A,46.41112187553414,0.009900990099009901
PIM2,46.075589910291306,0.009900990099009901
STAT6,46.04513193109576,0.009900990099009901
SOX2-OT,45.91010978403697,0.009900990099009901
RHOA,45.883887053721175,0.009900990099009901
IGF2R,44.917254046804466,0.009900990099009901
CSNK2B,44.644596159127765,0.009900990099009901
NCF1,44.63964002686951,0.009900990099009901
CIITA,44.167373118471666,0.009900990099009901
PLXNB2,44.09090812047709,0.009900990099009901
CTSL,44.07759339544449,0.009900990099009901
NAIP,43.982720405392634,0.009900990099009901
IDO1,43.79330932805198,0.009900990099009901
GRK2,43.196596767718596,0.009900990099009901
APP,43.06274039009518,0.009900990099009901
ZYX,42.153623797212,0.009900990099009901
AP1B1,42.152389588460146,0.009900990099009901
SOST,41.74119656333304,0.009900990099009901
PLEKHO1,41.60092055838404,0.009900990099009901
SEPTIN6,41.45610718333383,0.009900990099009901
PTPN6,41.397986138883056,0.009900990099009901
FBL,41.363317876239044,0.009900990099009901
POU2AF1,40.526645812358645,0.009900990099009901
CD68,40.10752775514412,0.009900990099009901
HIF1A,40.05309580012855,0.009900990099009901
MX1,39.69118422721504,0.009900990099009901
TYMP,39.33889556900007,0.009900990099009901
ADGRE5,39.17186640422238,0.009900990099009901
GBP5,39.1192958926461,0.009900990099009901
HNRNPF,38.579580485366755,0.009900990099009901
CLPTM1L,37.81943877239866,0.009900990099009901
FCGR2A,37.350032708900585,0.009900990099009901
XRCC6,37.0084753136606,0.009900990099009901
COL5A1,36.90036240614782,0.009900990099009901
CD163,36.38244139859384,0.009900990099009901
CCT3,36.06214779602989,0.009900990099009901
UCP2,36.031992514477295,0.009900990099009901
U2AF2,35.71551950202158,0.009900990099009901
SEMA4D,35.65469308775682,0.009900990099009901
AP3D1,35.356123350368435,0.009900990099009901
PTPN1,35.33208171716333,0.009900990099009901
PPP1CA,35.29406365646098,0.009900990099009901
DERL3,35.08437747483175,0.009900990099009901
GRB2,35.03530998217549,0.009900990099009901
RBBP4,34.69481672004633,0.009900990099009901
PRPF8,34.352095753228745,0.009900990099009901
ARF1,33.74850417692763,0.009900990099009901
TNIP1,33.608897513476556,0.009900990099009901
EIF4G1,33.57920558072684,0.009900990099009901
DNM2,33.507988569827184,0.009900990099009901
APOL1,33.492595446152954,0.009900990099009901
CYBB,33.166866442724384,0.009900990099009901
YWHAQ,32.86963317818877,0.009900990099009901
EPAS1,32.776147885447784,0.009900990099009901
ILF3,32.74622921573849,0.009900990099009901
LRRC59,32.690551369991276,0.009900990099009901
CTBP1,32.355060814155536,0.009900990099009901
SLCO2B1,32.32707796602516,0.009900990099009901
WAS,32.27767331291443,0.009900990099009901
GSTO1,32.19523187961238,0.009900990099009901
TENT5C,32.07216821087856,0.009900990099009901
CD79A,31.749658729828766,0.009900990099009901
ARRB2,31.566855087668564,0.009900990099009901
PECAM1,31.18380163188283,0.009900990099009901
SNHG15,30.996800926191938,0.009900990099009901
PGK1,30.96795566733067,0.009900990099009901
CTSC,30.888680236590076,0.009900990099009901
THY1,30.88421123694704,0.009900990099009901
PSMC5,30.793842680483216,0.009900990099009901
KRTCAP2,30.676362479648574,0.009900990099009901
CTNNA1,30.343764382936975,0.009900990099009901
NCOR2,30.269241665853485,0.009900990099009901
PPP1R9B,30.251813153988152,0.009900990099009901
ADD1,30.007041799253805,0.009900990099009901
ATP1A1,29.90961971596179,0.009900990099009901
RREB1,29.63109154231671,0.009900990099009901
GAA,29.075899882433845,0.009900990099009901
IFNGR1,28.806982509942898,0.009900990099009901
STAB1,28.748997154813857,0.009900990099009901
MAN1A1,28.680453748631294,0.009900990099009901
CANX,28.650333759471067,0.009900990099009901
MAPKAPK2,28.533958930055576,0.009900990099009901
WDR26,28.44895292808254,0.009900990099009901
CTSA,28.167353029992988,0.009900990099009901
ACTN4,28.142384567169977,0.009900990099009901
CD99,27.85524319662541,0.009900990099009901
TKT,27.81610420788001,0.009900990099009901
RAB7A,27.73373659094176,0.009900990099009901
SAMHD1,27.505448073916796,0.009900990099009901
SLAMF7,27.39132877969496,0.009900990099009901
LASP1,27.379443474660917,0.009900990099009901
PTPN2,27.1003201183673,0.009900990099009901
RAP1A,26.785604220137778,0.009900990099009901
SF3A1,26.429054962154545,0.009900990099009901
PFKFB3,26.245886940922063,0.009900990099009901
UBAP2L,26.009068606885485,0.009900990099009901
HSPA9,25.968462492207948,0.009900990099009901
HADHA,25.966891657502543,0.009900990099009901
GNS,25.804536720588253,0.009900990099009901
HOXB7,25.62531460139155,0.009900990099009901
CYLD,25.569894904144206,0.009900990099009901
TCF4,25.242380902837468,0.009900990099009901
CSK,25.23386409869535,0.009900990099009901
IFIT3,25.043201022229063,0.009900990099009901
HNRNPD,24.345753752056588,0.009900990099009901
PGD,24.291161098706922,0.009900990099009901
BRD4,24.049537276245168,0.009900990099009901
NBL1,23.932638838064086,0.009900990099009901
UBD,23.79977904766423,0.009900990099009901
SFPQ,23.75769289273527,0.009900990099009901
DAP3,23.60086267525122,0.009900990099009901
LGMN,23.51619793130913,0.009900990099009901
IRAK1,23.469596678235497,0.009900990099009901
